# dx dy dz dw dx dy dz ref_color ref_depth loc_color loc_depth 
-0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.028442 -0.017796 0.000000 0.999995 0.000000 0.000000 -0.003010 home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.049903 -0.017821 0.000000 0.999895 0.000000 0.000000 -0.014498 home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.063387 -0.013785 0.000000 0.999760 0.000000 0.000000 -0.021907 home1-1/color/1560000003.895668.png home1-1/aligned_depth/1560000003.895661.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.092234 -0.019296 0.000000 0.999696 0.000000 0.000000 -0.024664 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.092234 -0.019296 0.000000 0.999696 0.000000 0.000000 -0.024664 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.273075 -0.022530 0.000000 0.999593 0.000000 0.000000 -0.028528 home1-1/color/1560000005.363474.png home1-1/aligned_depth/1560000005.363467.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.346938 -0.038906 0.000000 0.999875 0.000000 0.000000 -0.015823 home1-1/color/1560000005.663738.png home1-1/aligned_depth/1560000005.663731.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.417171 -0.052245 0.000000 0.999999 0.000000 0.000000 0.001516 home1-1/color/1560000005.897050.png home1-1/aligned_depth/1560000005.897043.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
-0.432315 -0.060528 0.000000 0.999953 0.000000 0.000000 0.009723 home1-1/color/1560000005.997133.png home1-1/aligned_depth/1560000005.997126.png home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png
0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.021059 -0.000683 0.000000 0.999934 0.000000 0.000000 -0.011488 home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
0.028334 0.017967 0.000000 0.999995 0.000000 0.000000 0.003010 home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.034293 0.002924 0.000000 0.999821 0.000000 0.000000 -0.018898 home1-1/color/1560000003.895668.png home1-1/aligned_depth/1560000003.895661.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.063048 -0.002748 0.000000 0.999766 0.000000 0.000000 -0.021655 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.063048 -0.002748 0.000000 0.999766 0.000000 0.000000 -0.021655 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.243762 -0.006208 0.000000 0.999674 0.000000 0.000000 -0.025519 home1-1/color/1560000005.363474.png home1-1/aligned_depth/1560000005.363467.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.318050 -0.021844 0.000000 0.999918 0.000000 0.000000 -0.012813 home1-1/color/1560000005.663738.png home1-1/aligned_depth/1560000005.663731.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.388892 -0.034192 0.000000 0.999990 0.000000 0.000000 0.004526 home1-1/color/1560000005.897050.png home1-1/aligned_depth/1560000005.897043.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.404335 -0.042013 0.000000 0.999919 0.000000 0.000000 0.012733 home1-1/color/1560000005.997133.png home1-1/aligned_depth/1560000005.997126.png home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png
-0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
-0.013226 0.003295 0.000000 0.999973 0.000000 0.000000 -0.007411 home1-1/color/1560000003.895668.png home1-1/aligned_depth/1560000003.895661.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
0.021038 0.001167 0.000000 0.999934 0.000000 0.000000 0.011488 home1-1/color/1560000003.395371.png home1-1/aligned_depth/1560000003.395364.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
-0.041979 -0.002493 0.000000 0.999948 0.000000 0.000000 -0.010168 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
-0.041979 -0.002493 0.000000 0.999948 0.000000 0.000000 -0.010168 home1-1/color/1560000004.229319.png home1-1/aligned_depth/1560000004.229311.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
0.049365 0.019261 0.000000 0.999895 0.000000 0.000000 0.014498 home1-1/color/1560000003.161785.png home1-1/aligned_depth/1560000003.161778.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
-0.222692 -0.006116 0.000000 0.999902 0.000000 0.000000 -0.014033 home1-1/color/1560000005.363474.png home1-1/aligned_depth/1560000005.363467.png home1-1/color/1560000003.695695.png home1-1/aligned_depth/1560000003.695688.png
