# dx dy dz dw dx dy dz ref_color ref_depth loc_color loc_depth 
1.581413 1.555165 0.000000 0.784351 0.000000 0.000000 -0.620317 home1-1/color/1560000120.971527.png home1-1/aligned_depth/1560000120.971520.png home1-2/color/1560100060.187213.png home1-2/aligned_depth/1560100060.187207.png 
2.098501 -1.954509 0.000000 0.788695 0.000000 0.000000 0.614785 home1-1/color/1560000043.656534.png home1-1/aligned_depth/1560000043.656527.png home1-2/color/1560100060.187213.png home1-2/aligned_depth/1560100060.187207.png 
0.949843 2.348160 0.000000 0.936923 0.000000 0.000000 -0.349536 home1-1/color/1560000118.643009.png home1-1/aligned_depth/1560000118.643002.png home1-2/color/1560100060.187213.png home1-2/aligned_depth/1560100060.187207.png 
1.585002 1.572116 0.000000 0.788014 0.000000 0.000000 -0.615657 home1-1/color/1560000120.904848.png home1-1/aligned_depth/1560000120.904842.png home1-2/color/1560100060.187213.png home1-2/aligned_depth/1560100060.187207.png 
1.985196 -1.924751 0.000000 0.783713 0.000000 0.000000 0.621123 home1-1/color/1560000044.090166.png home1-1/aligned_depth/1560000044.090159.png home1-2/color/1560100060.187213.png home1-2/aligned_depth/1560100060.187207.png 
2.089912 -1.845367 0.000000 0.784821 0.000000 0.000000 0.619723 home1-1/color/1560000043.789961.png home1-1/aligned_depth/1560000043.789954.png home1-2/color/1560100060.520865.png home1-2/aligned_depth/1560100060.520860.png 
2.009900 -1.823267 0.000000 0.781246 0.000000 0.000000 0.624223 home1-1/color/1560000044.090166.png home1-1/aligned_depth/1560000044.090159.png home1-2/color/1560100060.520865.png home1-2/aligned_depth/1560100060.520860.png 
1.798041 -1.573661 0.000000 0.759255 0.000000 0.000000 0.650794 home1-1/color/1560000045.090871.png home1-1/aligned_depth/1560000045.090864.png home1-2/color/1560100060.821975.png home1-2/aligned_depth/1560100060.821146.png 
1.884080 -1.633624 0.000000 0.771112 0.000000 0.000000 0.636699 home1-1/color/1560000044.723941.png home1-1/aligned_depth/1560000044.723934.png home1-2/color/1560100060.821975.png home1-2/aligned_depth/1560100060.821146.png 
2.110398 -1.734210 0.000000 0.789819 0.000000 0.000000 0.613339 home1-1/color/1560000043.789961.png home1-1/aligned_depth/1560000043.789954.png home1-2/color/1560100060.821975.png home1-2/aligned_depth/1560100060.821146.png 
1.661040 -1.472897 0.000000 0.737724 0.000000 0.000000 0.675102 home1-1/color/1560000045.691290.png home1-1/aligned_depth/1560000045.691283.png home1-2/color/1560100060.821975.png home1-2/aligned_depth/1560100060.821146.png 
1.902045 -1.520486 0.000000 0.790887 0.000000 0.000000 0.611963 home1-1/color/1560000044.723941.png home1-1/aligned_depth/1560000044.723934.png home1-2/color/1560100061.055565.png home1-2/aligned_depth/1560100061.055559.png 
1.823057 -1.463391 0.000000 0.781328 0.000000 0.000000 0.624120 home1-1/color/1560000045.057514.png home1-1/aligned_depth/1560000045.057507.png home1-2/color/1560100061.055565.png home1-2/aligned_depth/1560100061.055559.png 
2.382056 -1.782438 0.000000 0.831060 0.000000 0.000000 0.556183 home1-1/color/1560000042.655830.png home1-1/aligned_depth/1560000042.655823.png home1-2/color/1560100061.055565.png home1-2/aligned_depth/1560100061.055559.png 
1.906978 -1.423561 0.000000 0.808998 0.000000 0.000000 0.587811 home1-1/color/1560000044.790654.png home1-1/aligned_depth/1560000044.790647.png home1-2/color/1560100061.289155.png home1-2/aligned_depth/1560100061.289149.png 
1.679596 -1.271291 0.000000 0.779939 0.000000 0.000000 0.625855 home1-1/color/1560000045.691290.png home1-1/aligned_depth/1560000045.691283.png home1-2/color/1560100061.289155.png home1-2/aligned_depth/1560100061.289149.png 
1.841382 -1.377245 0.000000 0.801618 0.000000 0.000000 0.597837 home1-1/color/1560000045.057514.png home1-1/aligned_depth/1560000045.057507.png home1-2/color/1560100061.289155.png home1-2/aligned_depth/1560100061.289149.png 
1.948138 -1.363945 0.000000 0.826342 0.000000 0.000000 0.563168 home1-1/color/1560000044.723941.png home1-1/aligned_depth/1560000044.723934.png home1-2/color/1560100061.456005.png home1-2/aligned_depth/1560100061.455998.png 
1.697364 -1.198105 0.000000 0.796624 0.000000 0.000000 0.604476 home1-1/color/1560000045.691290.png home1-1/aligned_depth/1560000045.691283.png home1-2/color/1560100061.456005.png home1-2/aligned_depth/1560100061.455998.png 
