# dx dy dz dw dx dy dz ref_color ref_depth loc_color loc_depth 
0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.069167 -0.004676 0.000000 0.999996 0.000000 0.000000 0.002788 home1-3/color/1560200044.225863.png home1-3/aligned_depth/1560200044.225856.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.082553 -0.004745 0.000000 0.999995 0.000000 0.000000 0.003106 home1-3/color/1560200044.258291.png home1-3/aligned_depth/1560200044.259181.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.165073 -0.003757 0.000000 0.999999 0.000000 0.000000 0.001665 home1-3/color/1560200044.458205.png home1-3/aligned_depth/1560200044.458198.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.165073 -0.003757 0.000000 0.999999 0.000000 0.000000 0.001665 home1-3/color/1560200044.458205.png home1-3/aligned_depth/1560200044.458198.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.461158 -0.031984 0.000000 0.999900 0.000000 0.000000 0.014121 home1-3/color/1560200045.157903.png home1-3/aligned_depth/1560200045.157896.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.565289 -0.040037 0.000000 0.999817 0.000000 0.000000 0.019116 home1-3/color/1560200045.394219.png home1-3/aligned_depth/1560200045.394212.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.698054 -0.032508 0.000000 0.999830 0.000000 0.000000 0.018450 home1-3/color/1560200045.894197.png home1-3/aligned_depth/1560200045.894190.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.751508 -0.037398 0.000000 0.999830 0.000000 0.000000 0.018426 home1-3/color/1560200046.027525.png home1-3/aligned_depth/1560200046.027518.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
-0.899412 -0.045882 0.000000 0.999813 0.000000 0.000000 0.019345 home1-3/color/1560200046.497962.png home1-3/aligned_depth/1560200046.497955.png home1-3/color/1560200044.059235.png home1-3/aligned_depth/1560200044.059228.png
