# dx dy dz dw dx dy dz ref_color ref_depth loc_color loc_depth 
0.000000 -0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png
-0.062921 -0.000176 0.000883 0.999997 -0.000015 -0.000423 -0.002469 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000084.282809.png office1-1/aligned_depth/1560000084.282803.png
-0.082705 0.000009 0.001165 0.999998 -0.000020 0.000043 -0.002216 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000084.616241.png office1-1/aligned_depth/1560000084.616235.png
-0.080848 0.000017 0.001078 0.999998 -0.000044 0.000236 -0.002093 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000084.949853.png office1-1/aligned_depth/1560000084.949847.png
-0.080617 0.000047 0.001080 0.999998 0.000001 0.000198 -0.002123 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000085.283465.png office1-1/aligned_depth/1560000085.283459.png
-0.080377 0.000050 0.001019 0.999997 0.000002 0.000083 -0.002237 office1-1/color/1560000083.949196.png office1-1/aligned_depth/1560000083.949189.png office1-1/color/1560000085.616904.png office1-1/aligned_depth/1560000085.616898.png
-0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png
-0.059394 -0.000185 0.001044 0.999998 -0.000022 0.000301 -0.002036 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000084.316171.png office1-1/aligned_depth/1560000084.316164.png
-0.074455 -0.000025 0.001063 0.999998 -0.000037 0.000150 -0.001914 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000084.649602.png office1-1/aligned_depth/1560000084.649596.png
-0.072599 -0.000013 0.001063 0.999998 -0.000035 0.000331 -0.001725 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000084.983214.png office1-1/aligned_depth/1560000084.983208.png
-0.072720 -0.000013 0.001083 0.999998 -0.000020 0.000421 -0.001886 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000085.316826.png office1-1/aligned_depth/1560000085.316820.png
-0.072401 0.000046 0.001010 0.999998 0.000007 0.000284 -0.001871 office1-1/color/1560000083.982557.png office1-1/aligned_depth/1560000083.982551.png office1-1/color/1560000085.650265.png office1-1/aligned_depth/1560000085.650259.png
0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000 office1-1/color/1560000084.015918.png office1-1/aligned_depth/1560000084.015912.png office1-1/color/1560000084.015918.png office1-1/aligned_depth/1560000084.015912.png
